ceo_initial_data	stage	initial_data_stage
3k_dlc06_ceo_initial_data_character_historical_shi_zhi	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_dlc06_ceo_initial_data_character_historical_shi_zhi	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_dlc06_ceo_initial_data_character_historical_shi_zhi	2	3k_main_initial_data_character_ancillaries_global
3k_dlc06_ceo_initial_data_character_historical_shi_zhi	3	3k_main_ceo_initial_data_character_generic_water_ancillaries_02
3k_dlc06_ceo_initial_data_character_historical_shi_zhi	4	3k_main_ceo_initial_data_equipment_permissions_generic_water
3k_dlc06_initial_data_character_generic_nanman_common_earth_01	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc06_initial_data_character_generic_nanman_common_earth_01	11	3k_dlc06_initial_data_stage_character_traits_generic_nanman_common_earth_01
3k_dlc06_initial_data_character_generic_nanman_common_earth_01	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_dlc06_initial_data_character_generic_nanman_common_earth_01	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc06_initial_data_character_generic_nanman_common_earth_01	15	3k_main_ceo_initial_data_stage_character_wealth_medium
3k_dlc06_initial_data_character_generic_nanman_common_earth_01	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_dlc06_initial_data_character_generic_nanman_common_earth_01	2	3k_main_initial_data_character_ancillaries_global
3k_dlc06_initial_data_character_generic_nanman_common_earth_01	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_dlc06_initial_data_character_generic_nanman_common_earth_01	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_dlc06_initial_data_character_generic_nanman_common_earth_01	22	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default
3k_dlc06_initial_data_character_generic_nanman_common_earth_01	3	3k_dlc06_initial_data_stage_character_ancillaries_generic_nanman_earth
3k_dlc06_initial_data_character_generic_nanman_common_earth_01	4	3k_dlc06_ceo_initial_data_equipment_permissions_generic_nanman
3k_dlc06_initial_data_character_generic_nanman_common_earth_01__f	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc06_initial_data_character_generic_nanman_common_earth_01__f	11	3k_dlc06_initial_data_stage_character_traits_generic_nanman_common_earth_01_f
3k_dlc06_initial_data_character_generic_nanman_common_earth_01__f	13	3k_main_ceo_initial_data_stage_character_gender_female
3k_dlc06_initial_data_character_generic_nanman_common_earth_01__f	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc06_initial_data_character_generic_nanman_common_earth_01__f	15	3k_main_ceo_initial_data_stage_character_wealth_medium
3k_dlc06_initial_data_character_generic_nanman_common_earth_01__f	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_dlc06_initial_data_character_generic_nanman_common_earth_01__f	2	3k_main_initial_data_character_ancillaries_global
3k_dlc06_initial_data_character_generic_nanman_common_earth_01__f	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_dlc06_initial_data_character_generic_nanman_common_earth_01__f	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_dlc06_initial_data_character_generic_nanman_common_earth_01__f	22	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default
3k_dlc06_initial_data_character_generic_nanman_common_earth_01__f	3	3k_dlc06_initial_data_stage_character_ancillaries_generic_nanman_earth
3k_dlc06_initial_data_character_generic_nanman_common_earth_01__f	4	3k_dlc06_ceo_initial_data_equipment_permissions_generic_nanman
3k_dlc06_initial_data_character_generic_nanman_common_earth_02	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc06_initial_data_character_generic_nanman_common_earth_02	11	3k_dlc06_initial_data_stage_character_traits_generic_nanman_common_earth_02
3k_dlc06_initial_data_character_generic_nanman_common_earth_02	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_dlc06_initial_data_character_generic_nanman_common_earth_02	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc06_initial_data_character_generic_nanman_common_earth_02	15	3k_main_ceo_initial_data_stage_character_wealth_medium
3k_dlc06_initial_data_character_generic_nanman_common_earth_02	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_dlc06_initial_data_character_generic_nanman_common_earth_02	2	3k_main_initial_data_character_ancillaries_global
3k_dlc06_initial_data_character_generic_nanman_common_earth_02	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_dlc06_initial_data_character_generic_nanman_common_earth_02	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_dlc06_initial_data_character_generic_nanman_common_earth_02	22	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default
3k_dlc06_initial_data_character_generic_nanman_common_earth_02	3	3k_dlc06_initial_data_stage_character_ancillaries_generic_nanman_earth
3k_dlc06_initial_data_character_generic_nanman_common_earth_02	4	3k_dlc06_ceo_initial_data_equipment_permissions_generic_nanman
3k_dlc06_initial_data_character_generic_nanman_common_earth_02__f	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc06_initial_data_character_generic_nanman_common_earth_02__f	11	3k_dlc06_initial_data_stage_character_traits_generic_nanman_common_earth_02_f
3k_dlc06_initial_data_character_generic_nanman_common_earth_02__f	13	3k_main_ceo_initial_data_stage_character_gender_female
3k_dlc06_initial_data_character_generic_nanman_common_earth_02__f	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc06_initial_data_character_generic_nanman_common_earth_02__f	15	3k_main_ceo_initial_data_stage_character_wealth_medium
3k_dlc06_initial_data_character_generic_nanman_common_earth_02__f	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_dlc06_initial_data_character_generic_nanman_common_earth_02__f	2	3k_main_initial_data_character_ancillaries_global
3k_dlc06_initial_data_character_generic_nanman_common_earth_02__f	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_dlc06_initial_data_character_generic_nanman_common_earth_02__f	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_dlc06_initial_data_character_generic_nanman_common_earth_02__f	22	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default
3k_dlc06_initial_data_character_generic_nanman_common_earth_02__f	3	3k_dlc06_initial_data_stage_character_ancillaries_generic_nanman_earth
3k_dlc06_initial_data_character_generic_nanman_common_earth_02__f	4	3k_dlc06_ceo_initial_data_equipment_permissions_generic_nanman
3k_dlc06_initial_data_character_generic_nanman_common_fire_01	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc06_initial_data_character_generic_nanman_common_fire_01	11	3k_dlc06_initial_data_stage_character_traits_generic_nanman_common_fire_01
3k_dlc06_initial_data_character_generic_nanman_common_fire_01	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_dlc06_initial_data_character_generic_nanman_common_fire_01	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc06_initial_data_character_generic_nanman_common_fire_01	15	3k_main_ceo_initial_data_stage_character_wealth_medium
3k_dlc06_initial_data_character_generic_nanman_common_fire_01	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_dlc06_initial_data_character_generic_nanman_common_fire_01	2	3k_main_initial_data_character_ancillaries_global
3k_dlc06_initial_data_character_generic_nanman_common_fire_01	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_dlc06_initial_data_character_generic_nanman_common_fire_01	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_dlc06_initial_data_character_generic_nanman_common_fire_01	22	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default
3k_dlc06_initial_data_character_generic_nanman_common_fire_01	3	3k_dlc06_initial_data_stage_character_ancillaries_generic_nanman_fire
3k_dlc06_initial_data_character_generic_nanman_common_fire_01	4	3k_dlc06_ceo_initial_data_equipment_permissions_generic_nanman
3k_dlc06_initial_data_character_generic_nanman_common_fire_01__f	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc06_initial_data_character_generic_nanman_common_fire_01__f	11	3k_dlc06_initial_data_stage_character_traits_generic_nanman_common_fire_01_f
3k_dlc06_initial_data_character_generic_nanman_common_fire_01__f	13	3k_main_ceo_initial_data_stage_character_gender_female
3k_dlc06_initial_data_character_generic_nanman_common_fire_01__f	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc06_initial_data_character_generic_nanman_common_fire_01__f	15	3k_main_ceo_initial_data_stage_character_wealth_medium
3k_dlc06_initial_data_character_generic_nanman_common_fire_01__f	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_dlc06_initial_data_character_generic_nanman_common_fire_01__f	2	3k_main_initial_data_character_ancillaries_global
3k_dlc06_initial_data_character_generic_nanman_common_fire_01__f	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_dlc06_initial_data_character_generic_nanman_common_fire_01__f	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_dlc06_initial_data_character_generic_nanman_common_fire_01__f	22	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default
3k_dlc06_initial_data_character_generic_nanman_common_fire_01__f	3	3k_dlc06_initial_data_stage_character_ancillaries_generic_nanman_fire
3k_dlc06_initial_data_character_generic_nanman_common_fire_01__f	4	3k_dlc06_ceo_initial_data_equipment_permissions_generic_nanman
3k_dlc06_initial_data_character_generic_nanman_common_fire_02	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc06_initial_data_character_generic_nanman_common_fire_02	11	3k_dlc06_initial_data_stage_character_traits_generic_nanman_common_fire_02
3k_dlc06_initial_data_character_generic_nanman_common_fire_02	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_dlc06_initial_data_character_generic_nanman_common_fire_02	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc06_initial_data_character_generic_nanman_common_fire_02	15	3k_main_ceo_initial_data_stage_character_wealth_medium
3k_dlc06_initial_data_character_generic_nanman_common_fire_02	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_dlc06_initial_data_character_generic_nanman_common_fire_02	2	3k_main_initial_data_character_ancillaries_global
3k_dlc06_initial_data_character_generic_nanman_common_fire_02	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_dlc06_initial_data_character_generic_nanman_common_fire_02	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_dlc06_initial_data_character_generic_nanman_common_fire_02	22	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default
3k_dlc06_initial_data_character_generic_nanman_common_fire_02	3	3k_dlc06_initial_data_stage_character_ancillaries_generic_nanman_fire
3k_dlc06_initial_data_character_generic_nanman_common_fire_02	4	3k_dlc06_ceo_initial_data_equipment_permissions_generic_nanman
3k_dlc06_initial_data_character_generic_nanman_common_fire_02__f	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc06_initial_data_character_generic_nanman_common_fire_02__f	11	3k_dlc06_initial_data_stage_character_traits_generic_nanman_common_fire_02_f
3k_dlc06_initial_data_character_generic_nanman_common_fire_02__f	13	3k_main_ceo_initial_data_stage_character_gender_female
3k_dlc06_initial_data_character_generic_nanman_common_fire_02__f	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc06_initial_data_character_generic_nanman_common_fire_02__f	15	3k_main_ceo_initial_data_stage_character_wealth_medium
3k_dlc06_initial_data_character_generic_nanman_common_fire_02__f	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_dlc06_initial_data_character_generic_nanman_common_fire_02__f	2	3k_main_initial_data_character_ancillaries_global
3k_dlc06_initial_data_character_generic_nanman_common_fire_02__f	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_dlc06_initial_data_character_generic_nanman_common_fire_02__f	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_dlc06_initial_data_character_generic_nanman_common_fire_02__f	22	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default
3k_dlc06_initial_data_character_generic_nanman_common_fire_02__f	3	3k_dlc06_initial_data_stage_character_ancillaries_generic_nanman_fire
3k_dlc06_initial_data_character_generic_nanman_common_fire_02__f	4	3k_dlc06_ceo_initial_data_equipment_permissions_generic_nanman
3k_dlc06_initial_data_character_generic_nanman_common_metal_01	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc06_initial_data_character_generic_nanman_common_metal_01	11	3k_dlc06_initial_data_stage_character_traits_generic_nanman_common_metal_01
3k_dlc06_initial_data_character_generic_nanman_common_metal_01	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_dlc06_initial_data_character_generic_nanman_common_metal_01	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc06_initial_data_character_generic_nanman_common_metal_01	15	3k_main_ceo_initial_data_stage_character_wealth_medium
3k_dlc06_initial_data_character_generic_nanman_common_metal_01	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_dlc06_initial_data_character_generic_nanman_common_metal_01	2	3k_main_initial_data_character_ancillaries_global
3k_dlc06_initial_data_character_generic_nanman_common_metal_01	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_dlc06_initial_data_character_generic_nanman_common_metal_01	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_dlc06_initial_data_character_generic_nanman_common_metal_01	22	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default
3k_dlc06_initial_data_character_generic_nanman_common_metal_01	3	3k_dlc06_initial_data_stage_character_ancillaries_generic_nanman_metal
3k_dlc06_initial_data_character_generic_nanman_common_metal_01	4	3k_dlc06_ceo_initial_data_equipment_permissions_generic_nanman
3k_dlc06_initial_data_character_generic_nanman_common_metal_01__f	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc06_initial_data_character_generic_nanman_common_metal_01__f	11	3k_dlc06_initial_data_stage_character_traits_generic_nanman_common_metal_01_f
3k_dlc06_initial_data_character_generic_nanman_common_metal_01__f	13	3k_main_ceo_initial_data_stage_character_gender_female
3k_dlc06_initial_data_character_generic_nanman_common_metal_01__f	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_dlc06_initial_data_character_generic_nanman_common_metal_01__f	15	3k_main_ceo_initial_data_stage_character_wealth_medium
3k_dlc06_initial_data_character_generic_nanman_common_metal_01__f	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_dlc06_initial_data_character_generic_nanman_common_metal_01__f	2	3k_main_initial_data_character_ancillaries_global
3k_dlc06_initial_data_character_generic_nanman_common_metal_01__f	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_dlc06_initial_data_character_generic_nanman_common_metal_01__f	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_dlc06_initial_data_character_generic_nanman_common_metal_01__f	22	3k_dlc06_initial_data_stage_character_skills_generic_nanman_default
3k_dlc06_initial_data_character_generic_nanman_common_metal_01__f	3	3k_dlc06_initial_data_stage_character_ancillaries_generic_nanman_metal
3k_dlc06_initial_data_character_generic_nanman_common_metal_01__f	4	3k_dlc06_ceo_initial_data_equipment_permissions_generic_nanman
3k_dlc06_initial_data_character_generic_nanman_common_metal_02	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_dlc06_initial_data_character_generic_nanman_common_metal_02	11	3k_dlc06_initial_data_stage_character_traits_generic_nanman_common_metal_02
